memoria_max_meret,name,videokartya_memoria,processzor_orajel,memoria_foglalat,price,oprend,processzor_tipusa,memoria_tipusa,kijelzo_felbontas,link,videokartya_model,memoria_merete,videokartya_tipusa,processzor_modell,memoria_max_seb,kijelzo_meret
,<title>Dell Latitude 3470 242730 Notebook Árak - Dell Latitude 3470 242730 Laptop Akció</title>,,2.3 GHz,,"
          278 900 Ft-tól
      ",Windows 10 Pro,Intel Core i5,DDR3,1920 x 1080,https://www.arukereso.hu/notebook-c3100/dell/latitude-3470-242730-p389800535/,GeForce 920M,8 GB,Dedikált,6200U,1600 MHz,"14"""
,<title>ASUS VivoBook Max X541NC-GQ058 Notebook Árak - ASUS VivoBook Max X541NC-GQ058 Laptop Akció</title>,2 GB,1.1 GHz,1,"
          96 900 Ft-tól
      ",Operációs rendszer nélkül,Intel Celeron,DDR3,1366 x 768,https://www.arukereso.hu/notebook-c3100/asus/vivobook-max-x541nc-gq058-p368998771/,Nvidia GeForce 810M,4 GB,Dedikált,N3450,1600 MHz,"15.6"""
8 GB,<title>Lenovo IdeaPad 100 80QQ004FHV Notebook Árak - Lenovo IdeaPad 100 80QQ004FHV Laptop Akció</title>,1 GB,2.2 GHz,1,"
          163 113 Ft
        ",Operációs rendszer nélkül,Intel Core i5,DDR3,1366 x 768,https://www.arukereso.hu/notebook-c3100/lenovo/ideapad-100-80qq004fhv-p314148051/,Nvidia GeForce 920M,4 GB,Dedikált,5200U,1600 MHz,"15.6"""
32 GB,<title>Acer Aspire 7 A715-71G-56DR NX.GP9EU.006 Notebook Árak - Acer Aspire 7 A715-71G-56DR NX.GP9EU.006 Laptop Akció</title>,4 GB,2.5 GHz,2,"
          234 990 Ft-tól
      ",Endless OS,Intel Core i5,DDR4,1920 x 1080,https://www.arukereso.hu/notebook-c3100/acer/aspire-7-a715-71g-56dr-nx-gp9eu-006-p389054249/,NVIDIA GeForce GTX 1050 Ti,4 GB,Dedikált,7300HQ,2133 MHz,"15.6"""
,<title>Dell Vostro 5568 N037VN5568EMEA01_1801_HOM Notebook Árak - Dell Vostro 5568 N037VN5568EMEA01_1801_HOM Laptop Akció</title>,2 GB,2.5 GHz,,"
          278 359 Ft-tól
      ",Windows 10 Home,Intel Core i5,DDR4,1920 x 1080,https://www.arukereso.hu/notebook-c3100/dell/vostro-5568-n037vn5568emea01-1801-hom-p372602835/,Nvidia GeForce 940MX,8 GB,Dedikált,7200U,2400 MHz,"15.6"""
,<title>Acer Aspire 3 A315-21G-45D9 W10 NX.GQ4EU.013 Notebook Árak - Acer Aspire 3 A315-21G-45D9 W10 NX.GQ4EU.013 Laptop Akció</title>,2 GB,2.20 GHz,1,"
          128 490 Ft-tól
      ",Endless OS,AMD A-sorozat,DDR4,1366 x 768,https://www.arukereso.hu/notebook-c3100/acer/aspire-3-a315-21g-45d9-w10-nx-gq4eu-013-p393367029/,Radeon 520,4 GB,Dedikált,A4-9120,2133 MHz,"15.6"""
,<title>Lenovo IdeaPad 320 80XS00B6HV Notebook Árak - Lenovo IdeaPad 320 80XS00B6HV Laptop Akció</title>,,3.6 GHz,1,"
          225 882 Ft-tól
      ",Windows 10 Pro,Intel Core i3,DDR3,1920 x 1080,https://www.arukereso.hu/notebook-c3100/lenovo/ideapad-320-80xs00b6hv-p390753107/,Radeon R7,8 GB,Dedikált,9800P,1866 MHz,"15.6"""
,<title>Lenovo V510 80WQ022GHV Notebook Árak - Lenovo V510 80WQ022GHV Laptop Akció</title>,2 GB,2.5 GHz,,"
          194 488 Ft-tól
      ",Operációs rendszer nélkül,Intel Core i5,DDR4,1920 x 1080,https://www.arukereso.hu/notebook-c3100/lenovo/v510-80wq022ghv-p379743459/,AMD Radeon 530,4 GB,Dedikált,7200U,2133 MHz,"15.6"""
,<title>Lenovo IdeaPad 320 80XW001FHV Notebook Árak - Lenovo IdeaPad 320 80XW001FHV Laptop Akció</title>,2 GB,1.8 GHz,,"
          104 890 Ft-tól
      ",FreeDOS,AMD E-sorozat,DDR4,1600 x 900,https://www.arukereso.hu/notebook-c3100/lenovo/ideapad-320-80xw001fhv-p382326859/,Radeon 520,4 GB,Dedikált,E2-9000,1866 MHz,"17.3"""
,<title>ASUS X751NV-TY009T Notebook Árak - ASUS X751NV-TY009T Laptop Akció</title>,2 GB,1.1 GHz,1,"
          117 738 Ft
        ",Windows 10 Home,Intel Celeron,DDR3,1600 x 900,https://www.arukereso.hu/notebook-c3100/asus/x751nv-ty009t-p383090161/,GeForce 920MX,4 GB,Dedikált,N3450,1600 MHz,"17.3"""
,<title>Dell Inspiron 5567 182C5567I5W1 Notebook Árak - Dell Inspiron 5567 182C5567I5W1 Laptop Akció</title>,,2.5 GHz,,"
          219 990 Ft-tól
      ",Windows 10 Home,Intel Core i5,DDR4,1920 x 1080,https://www.arukereso.hu/notebook-c3100/dell/inspiron-5567-182c5567i5w1-p383551959/,Radeon R7,8 GB,Dedikált,7200U,2133 MHz,"15.6"""
,<title>Lenovo V310 80T30127HV Notebook Árak - Lenovo V310 80T30127HV Laptop Akció</title>,2 GB,2.7 GHz,1,"
          213 900 Ft-tól
      ",Operációs rendszer nélkül,Intel Core i7,DDR4,1920 x 1080,https://www.arukereso.hu/notebook-c3100/lenovo/v310-80t30127hv-p380717089/,AMD Radeon 530,4 GB,Dedikált,7500U,2133 MHz,"15.6"""
,<title>Lenovo IdeaPad 520 80YL00ACHV Notebook Árak - Lenovo IdeaPad 520 80YL00ACHV Laptop Akció</title>,4 GB,2.7 GHz,,"
          224 892 Ft-tól
      ",Operációs rendszer nélkül,Intel Core i7,DDR4,1920 x 1080,https://www.arukereso.hu/notebook-c3100/lenovo/ideapad-520-80yl00achv-p382326797/,GeForce 940MX,4 GB,Dedikált,7500U,2133 MHz,"15.6"""
,<title>Dell Inspiron 5570 245205 Notebook Árak - Dell Inspiron 5570 245205 Laptop Akció</title>,4 GB,1.8 GHz,2,"
          299 989 Ft-tól
      ",Windows 10 Home,Intel Core i7,DDR4,1920 x 1080,https://www.arukereso.hu/notebook-c3100/dell/inspiron-5570-245205-p394478237/,Radeon 530,8 GB,Dedikált,8550U,2400 MHz,"15.6"""
,<title>Lenovo IdeaPad Yoga 510 80VB00C4HV Notebook Árak - Lenovo IdeaPad Yoga 510 80VB00C4HV Laptop Akció</title>,2 GB,2.7 GHz,,"
          279 900 Ft-tól
      ",Windows 10 Home,Intel Core i7,DDR4,1920 x 1080,https://www.arukereso.hu/notebook-c3100/lenovo/ideapad-yoga-510-80vb00c4hv-p366334671/,AMD Radeon R5 M430,8 GB,Dedikált,7500U,2133 MHz,"14"""
,<title>ASUS VivoBook S15 S510UN-BR117 Notebook Árak - ASUS VivoBook S15 S510UN-BR117 Laptop Akció</title>,,2.4 GHz,,"
          214 790 Ft-tól
      ",Operációs rendszer nélkül,Intel Core i3,DDR4,1366 x 768,https://www.arukereso.hu/notebook-c3100/asus/vivobook-s15-s510un-br117-p392624291/,GeForce MX150,8 GB,Dedikált,7100U,2133 MHz,"15.6"""
,<title>Acer Aspire 5 A515-51G-74LJ LIN NX.GP5EU.029 Notebook Árak - Acer Aspire 5 A515-51G-74LJ LIN NX.GP5EU.029 Laptop Akció</title>,,2.7 GHz,,"
          214 889 Ft-tól
      ",Endless OS,Intel Core i7,DDR4,1920 x 1080,https://www.arukereso.hu/notebook-c3100/acer/aspire-5-a515-51g-74lj-lin-nx-gp5eu-029-p389349851/,GeForce 940MX,8 GB,Dedikált,7500U,2133 MHz,"15.6"""
,<title>ASUS VivoBook Max X541UV-GQ486T Notebook Árak - ASUS VivoBook Max X541UV-GQ486T Laptop Akció</title>,2 GB,1.60 GHz,1,"
          189 990 Ft-tól
      ",Windows 10 Home,Intel Core i5,DDR4,1366 x 768,https://www.arukereso.hu/notebook-c3100/asus/vivobook-max-x541uv-gq486t-p390610645/,GeForce 920MX,4 GB,Dedikált,8250U,2133 MHz,"15.6"""
,<title>Acer Aspire ES1-532G-C9RG LIN NX.GHAEU.026 Notebook Árak - Acer Aspire ES1-532G-C9RG LIN NX.GHAEU.026 Laptop Akció</title>,2 GB,1.6 GHz,,"
          109 899 Ft-tól
      ",Linux,Intel Celeron,DDR3,1366 x 768,https://www.arukereso.hu/notebook-c3100/acer/aspire-es1-532g-c9rg-lin-nx-ghaeu-026-p371380703/,Nvidia GeForce 920MX,4 GB,Dedikált,N3160,1600 MHz,"15.6"""
,<title>Dell Inspiron 5570 245198 Notebook Árak - Dell Inspiron 5570 245198 Laptop Akció</title>,2 GB,1.6 GHz,2,"
          224 990 Ft-tól
      ",Windows 10 Home,Intel Core i5,DDR4,1920 x 1080,https://www.arukereso.hu/notebook-c3100/dell/inspiron-5570-245198-p393815597/,Radeon 530,4 GB,Dedikált,8250U,2400 MHz,"15,6"""
,<title>Acer Aspire 5 A515-51G-56G6 LIN NX.GP5EU.011 Notebook Árak - Acer Aspire 5 A515-51G-56G6 LIN NX.GP5EU.011 Laptop Akció</title>,2 GB,2.5 GHz,,"
          196 900 Ft-tól
      ",Linux,Intel Core i5,DDR4,1920 x 1080,https://www.arukereso.hu/notebook-c3100/acer/aspire-5-a515-51g-56g6-lin-nx-gp5eu-011-p383551933/,GeForce 940MX,4 GB,Dedikált,7200U,2133 MHz,"15.6"""
,<title>Acer Aspire 5 A515-51G-550A LIN NX.GS4EU.012 Notebook Árak - Acer Aspire 5 A515-51G-550A LIN NX.GS4EU.012 Laptop Akció</title>,2 GB,2.5 GHz,,"
          192 636 Ft-tól
      ",Linux,Intel Core i5,DDR4,1920 x 1080,https://www.arukereso.hu/notebook-c3100/acer/aspire-5-a515-51g-550a-lin-nx-gs4eu-012-p382560339/,Geforce MX150,4 GB,Dedikált,7200U,2133 MHz,"15,6"""
,<title>Acer Aspire E5-575G-56RM LIN NX.GLAEU.002 Notebook Árak - Acer Aspire E5-575G-56RM LIN NX.GLAEU.002 Laptop Akció</title>,2 GB,2.5 GHz,,"
          202 897 Ft-tól
      ",Operációs rendszer nélkül,Intel Core i5,DDR4,1920 x 1080,https://www.arukereso.hu/notebook-c3100/acer/aspire-e5-575g-56rm-lin-nx-glaeu-002-p351303815/,Nvidia GeForce GTX 950M,4 GB,Dedikált,7200U,2133 MHz,"15.6"""
16 GB,<title>Lenovo IdeaPad Z50-75 80EC00HDHV Notebook Árak - Lenovo IdeaPad Z50-75 80EC00HDHV Laptop Akció</title>,2 GB,1.9 GHz,2,"
          130 000 Ft-tól
      ",Operációs rendszer nélkül,AMD A-sorozat,DDR3,1920 x 1080,https://www.arukereso.hu/notebook-c3100/lenovo/ideapad-z50-75-80ec00hdhv-p310932815/,AMD Radeon R6 M255DX,4 GB,Dedikált,A10-7300,1600 MHz,"15.6"""
,<title>Acer Aspire 5 A515-41G-F30X NX.GPYEU.019 Notebook Árak - Acer Aspire 5 A515-41G-F30X NX.GPYEU.019 Laptop Akció</title>,2 GB,2.7 GHz,,"
          169 990 Ft-tól
      ",Endless OS,AMD FX-sorozat,DDR4,1920 x 1080,https://www.arukereso.hu/notebook-c3100/acer/aspire-5-a515-41g-f30x-nx-gpyeu-019-p388671179/,Radeon RX 540,8 GB,Dedikált,9800P,1866 MHz,"15.6"""
,<title>Dell Inspiron 3567 3567FI7UA1 Notebook Árak - Dell Inspiron 3567 3567FI7UA1 Laptop Akció</title>,,2.7 GHz,,"
          215 500 Ft-tól
      ",Operációs rendszer nélkül,Intel Core i7,DDR4,1920 x 1080,https://www.arukereso.hu/notebook-c3100/dell/inspiron-3567-3567fi7ua1-p393024931/,Radeon R5 M430,8 GB,Dedikált,7500U,2400 MHz,"15.6"""
,<title>Dell Inspiron 5570 245201 Notebook Árak - Dell Inspiron 5570 245201 Laptop Akció</title>,2 GB,1.6 GHz,2,"
          247 100 Ft-tól
      ",Windows 10 Home,Intel Core i5,DDR4,1920 x 1080,https://www.arukereso.hu/notebook-c3100/dell/inspiron-5570-245201-p394435559/,Radeon 530,4 GB,Dedikált,8250U,2400 MHz,"15,6"""
,<title>Dell Inspiron 5567 238325 Notebook Árak - Dell Inspiron 5567 238325 Laptop Akció</title>,4 GB,2.5 GHz,2,"
          220 490 Ft-tól
      ",Windows 10 Home,Intel Core i5,DDR4,1920 x 1080,https://www.arukereso.hu/notebook-c3100/dell/inspiron-5567-238325-p382233697/,Radeon R7 M445,8 GB,Dedikált,7200U,2133 MHz,"15.6"""
,<title>Dell Inspiron 7567 226951 Notebook Árak - Dell Inspiron 7567 226951 Laptop Akció</title>,4 GB,2.5 GHz,2,"
          299 900 Ft-tól
      ",Windows 10 Home,Intel Core i5,DDR4,1920 x 1080,https://www.arukereso.hu/notebook-c3100/dell/inspiron-7567-226951-p363908267/,Nvidia GeForce GTX 1050,8 GB,Dedikált,7300HQ,2400 MHz,"15.6"""
,<title>Dell Inspiron 5770 245212 Notebook Árak - Dell Inspiron 5770 245212 Laptop Akció</title>,4 GB,1.6 GHz,2,"
          296 546 Ft-tól
      ",Windows 10 Home,Intel Core i5,DDR4,1920 x 1080,https://www.arukereso.hu/notebook-c3100/dell/inspiron-5770-245212-p394325281/,Radeon 530,8 GB,Dedikált,8250U,2400 MHz,"17,3"""
,<title>Acer TravelMate EX2520G-78BQ LIN NX.EFDEU.015 Notebook Árak - Acer TravelMate EX2520G-78BQ LIN NX.EFDEU.015 Laptop Akció</title>,2 GB,2.5 GHz,2,"
          219 296 Ft
        ",Operációs rendszer nélkül,Intel Core i7,DDR3,1920 x 1080,https://www.arukereso.hu/notebook-c3100/acer/travelmate-ex2520g-78bq-lin-nx-efdeu-015-p363221503/,Nvidia GeForce 940M,8 GB,Dedikált,6500U,1600 MHz,"15.6"""
,<title>Dell Inspiron 5570 246399 Notebook Árak - Dell Inspiron 5570 246399 Laptop Akció</title>,,1.8 GHz,2,"
          299 900 Ft-tól
      ",Windows 10 Home,Intel Core i7,DDR4,1920 x 1080,https://www.arukereso.hu/notebook-c3100/dell/inspiron-5570-246399-p397282371/,Radeon 530,8 GB,Dedikált,8550U,2400 MHz,"15.6"""
16 GB,<title>Lenovo IdeaPad Yoga 510 80VB003XHV Notebook Árak - Lenovo IdeaPad Yoga 510 80VB003XHV Laptop Akció</title>,2 GB,2.5 GHz,1,"
          209 990 Ft-tól
      ",Windows 10 Home,Intel Core i5,DDR4,1920 x 1080,https://www.arukereso.hu/notebook-c3100/lenovo/ideapad-yoga-510-80vb003xhv-p350977577/,AMD Radeon R5 M430,4 GB,Dedikált,7200U,2133 MHz,"14"""
,<title>Acer Aspire ES1-731G-C2CG LIN NX.MZTEU.031 Notebook Árak - Acer Aspire ES1-731G-C2CG LIN NX.MZTEU.031 Laptop Akció</title>,2 GB,1.6 GHz,1,"
          99 900 Ft
        ",Linux,Intel DualCore,DDR3,1600 x 900,https://www.arukereso.hu/notebook-c3100/acer/aspire-es1-731g-c2cg-lin-nx-mzteu-031-p350366511/,Nvidia GeForce 910M,4 GB,Dedikált,N3050,1600 MHz,"17.3"""
,<title>Acer Swift 3 SF315-51G-52L6 NX.GSJEU.015 Notebook Árak - Acer Swift 3 SF315-51G-52L6 NX.GSJEU.015 Laptop Akció</title>,,1.6 GHz,,"
          269 900 Ft
        ",Endless OS,Intel Core i5,DDR4,1920 x 1080,https://www.arukereso.hu/notebook-c3100/acer/swift-3-sf315-51g-52l6-nx-gsjeu-015-p397958321/,GeForce MX150,8 GB,Dedikált,8250U,2133 MHz,"15.6"""
,<title>Acer Aspire 5 A517-51G-59ED NX.GVQEU.004 Notebook Árak - Acer Aspire 5 A517-51G-59ED NX.GVQEU.004 Laptop Akció</title>,,1.6 GHz,,"
          209 900 Ft-tól
      ",Endless OS,Intel Core i5,DDR4,1920 x 1080,https://www.arukereso.hu/notebook-c3100/acer/aspire-5-a517-51g-59ed-nx-gvqeu-004-p399474933/,GeForce MX130,8 GB,Dedikált,8250U,2133 MHz,"17.3"""
,<title>Dell Latitude 3470 242725 Notebook Árak - Dell Latitude 3470 242725 Laptop Akció</title>,,2.3 GHz,,"
          244 010 Ft-tól
      ",Operációs rendszer nélkül,Intel Core i5,DDR3,1920 x 1080,https://www.arukereso.hu/notebook-c3100/dell/latitude-3470-242725-p389803695/,GeForce 920M,4 GB,Dedikált,6200U,1600 MHz,"14"""
,<title>HP 15-bs104nh 2ZH94EA Notebook Árak - HP 15-bs104nh 2ZH94EA Laptop Akció</title>,4 GB,1.60 GHz,,"
          244 900 Ft-tól
      ",Windows 10 Home,Intel Core i5,DDR4,1920 x 1080,https://www.arukereso.hu/notebook-c3100/hp/15-bs104nh-2zh94ea-p393177565/,Radeon 530,8 GB,Dedikált,8250U,2400 MHz,"15.6"""
,<title>Acer Aspire 5 A515-51G-39C8 LIN NX.GPDEU.005 Notebook Árak - Acer Aspire 5 A515-51G-39C8 LIN NX.GPDEU.005 Laptop Akció</title>,2 GB,2 GHz,,"
          137 900 Ft-tól
      ",Linux,Intel Core i3,DDR4,1366 x 768,https://www.arukereso.hu/notebook-c3100/acer/aspire-5-a515-51g-39c8-lin-nx-gpdeu-005-p383090079/,GeForce 940MX,4 GB,Dedikált,6006U,2133 MHz,"15.6"""
,<title>ASUS VivoBook Max X541UV-XO820 Notebook Árak - ASUS VivoBook Max X541UV-XO820 Laptop Akció</title>,2 GB,2.00 GHz,1,"
          123 890 Ft-tól
      ",Endless OS,Intel Core i3,DDR4,1366 x 768,https://www.arukereso.hu/notebook-c3100/asus/vivobook-max-x541uv-xo820-p381640137/, GeForce 920MX,4 GB,Dedikált,6060U,2133 MHz,"15,6"""
,<title>Dell Inspiron 5570 245203 Notebook Árak - Dell Inspiron 5570 245203 Laptop Akció</title>,4 GB,1.6 GHz,2,"
          266 852 Ft-tól
      ",Windows 10 Home,Intel Core i5,DDR4,1920 x 1080,https://www.arukereso.hu/notebook-c3100/dell/inspiron-5570-245203-p395046021/,Radeon 530,8 GB,Dedikált,8250U,2400 MHz,"15.6"""
,<title>Dell Inspiron 5567 INSP5567-34 Notebook Árak - Dell Inspiron 5567 INSP5567-34 Laptop Akció</title>,4 GB,2.7 GHz,,"
          219 799 Ft
        ",Linux,Intel Core i7,DDR4,1920 x 1080,https://www.arukereso.hu/notebook-c3100/dell/inspiron-5567-insp5567-34-p356818603/,AMD Radeon R7 M445,8 GB,Dedikált,7500U,2400 MHz,"15.6"""
,<title>Lenovo IdeaPad 520 81BF00D3HV Notebook Árak - Lenovo IdeaPad 520 81BF00D3HV Laptop Akció</title>,,1.6 GHz,,"
          235 204 Ft-tól
      ",FreeDOS,Intel Core i5,DDR4,1920 x 1080,https://www.arukereso.hu/notebook-c3100/lenovo/ideapad-520-81bf00d3hv-p398628957/,Geforce 1040,64 GB,Dedikált,8250U,2133 MHz,"15.6"""
,<title>ASUS VivoBook 15 X542UN-GQ140 Notebook Árak - ASUS VivoBook 15 X542UN-GQ140 Laptop Akció</title>,,2.7 GHz,,"
          239 674 Ft-tól
      ",Endless OS,Intel Core i7,DDR4,1366 x 768,https://www.arukereso.hu/notebook-c3100/asus/vivobook-15-x542un-gq140-p400022345/,GeForce MX150,8 GB,Dedikált,7500U,2400 MHz,"15,6"""
,<title>Dell Inspiron 7567 228752 Notebook Árak - Dell Inspiron 7567 228752 Laptop Akció</title>,4 GB,2.5 GHz,2,"
          282 900 Ft-tól
      ",Operációs rendszer nélkül,Intel Core i5,DDR4,1920 x 1080,https://www.arukereso.hu/notebook-c3100/dell/inspiron-7567-228752-p366459537/,Nvidia GeForce GTX 1050,8 GB,Dedikált,7300HQ,2400 MHz,"15.6"""
,<title>Acer Aspire 5 A515-51G-55HQ LIN NX.GPDEU.011 Notebook Árak - Acer Aspire 5 A515-51G-55HQ LIN NX.GPDEU.011 Laptop Akció</title>,2 GB,2.5 GHz,,"
          228 452 Ft
        ",Endless OS,Intel Core i5,DDR4,1920 x 1080,https://www.arukereso.hu/notebook-c3100/acer/aspire-5-a515-51g-55hq-lin-nx-gpdeu-011-p383431259/,Radeon 520,8 GB,Dedikált,7200U,2133 MHz,"15.6"""
,<title>Dell Inspiron 5570 242793 Notebook Árak - Dell Inspiron 5570 242793 Laptop Akció</title>,4 GB,1.6 GHz,2,"
          269 900 Ft-tól
      ",Windows 10 Home,Intel Core i5,DDR4,1920 x 1080,https://www.arukereso.hu/notebook-c3100/dell/inspiron-5570-242793-p392217031/,Radeon 530,8 GB,Dedikált,8250U,2400 MHz,"15.6"""
,<title>Dell Inspiron 3567 241028 Notebook Árak - Dell Inspiron 3567 241028 Laptop Akció</title>,2 GB,2.50 GHz,,"
          204 990 Ft-tól
      ",Windows 10 Home,Intel Core i5,DDR4,1920 x 1080,https://www.arukereso.hu/notebook-c3100/dell/inspiron-3567-241028-p387720079/,Radeon R5 M430,4 GB,Dedikált,7200U,2400 MHz,"15.6"""
,<title>Acer Aspire E5-575G-585F LIN NX.GDWEU.087 Notebook Árak - Acer Aspire E5-575G-585F LIN NX.GDWEU.087 Laptop Akció</title>,2 GB,2.5 GHz,,"
          198 543 Ft-tól
      ",Linux,Intel Core i5,DDR4,1920 x 1080,https://www.arukereso.hu/notebook-c3100/acer/aspire-e5-575g-585f-lin-nx-gdweu-087-p359192859/,Nvidia GeForce 940MX,4 GB,Dedikált,7200U,2133 MHz,"15.6"""
,<title>Dell Vostro 5568 N023VN5568EMEA01_1801_HOM Notebook Árak - Dell Vostro 5568 N023VN5568EMEA01_1801_HOM Laptop Akció</title>,,2.7 GHz,,"312 900 Ft 
      ",Windows 10 Home,Intel Core i7,DDR4,1920 x 1080,https://www.arukereso.hu/notebook-c3100/dell/vostro-5568-n023vn5568emea01-1801-hom-p372602831/,GeForce 940 MX,8 GB,Dedikált,7500U,,"15.6"""
,<title>Lenovo IdeaPad 320 80XS00BHHV Notebook Árak - Lenovo IdeaPad 320 80XS00BHHV Laptop Akció</title>,2 GB,2.70 GHz,,"
          164 990 Ft-tól
      ",Windows 10 Home,AMD A-sorozat,DDR4,1920 x 1080,https://www.arukereso.hu/notebook-c3100/lenovo/ideapad-320-80xs00bhhv-p395761235/,Radeon 530,4 GB,Dedikált,A12-9720P,1866 MHz,"15,6"""
,<title>Dell Vostro 5370 N122VN5370EMEA01_1805_UBU Notebook Árak - Dell Vostro 5370 N122VN5370EMEA01_1805_UBU Laptop Akció</title>,,1.6 GHz,,"
          265 900 Ft-tól
      ",Operációs rendszer nélkül,Intel Core i5,DDR4,1920 x 1080,https://www.arukereso.hu/notebook-c3100/dell/vostro-5370-n122vn5370emea01-1805-ubu-p396119905/,Radeon 530,8 GB,Dedikált,8250U,,"13.3"""
,<title>Lenovo Legion Y520 80WY0023HV Notebook Árak - Lenovo Legion Y520 80WY0023HV Laptop Akció</title>,4 GB,2.8 GHz,,"
          279 890 Ft-tól
      ",FreeDOS,Intel Core i7,DDR4,1920 x 1080,https://www.arukereso.hu/notebook-c3100/lenovo/legion-y520-80wy0023hv-p388671167/,Radeon 530,8 GB,Dedikált,7700HQ,2400 MHz,"15.6"""
,<title>Dell Inspiron 3567 241039 Notebook Árak - Dell Inspiron 3567 241039 Laptop Akció</title>,2 GB,2.50 GHz,,"
          223 474 Ft-tól
      ",Windows 10 Home,Intel Core i5,DDR4,1920 x 1080,https://www.arukereso.hu/notebook-c3100/dell/inspiron-3567-241039-p388207949/,Radeon R5 M430,8 GB,Dedikált,7200U,2400 MHz,"15,6"""
,<title>Lenovo IdeaPad 320 80XH01SYHV Notebook Árak - Lenovo IdeaPad 320 80XH01SYHV Laptop Akció</title>,2 GB,2.50 GHz,,"210 000 Ft 
      ",FreeDOS,Intel Core i7,DDR4,1920 x 1080,https://www.arukereso.hu/notebook-c3100/lenovo/ideapad-320-80xh01syhv-p393024889/,GeForce 920MX,4 GB,Dedikált,6500U ,2133 MHz,"15.6"""
,<title>HP 15-bs105nh 2ZH95EA Notebook Árak - HP 15-bs105nh 2ZH95EA Laptop Akció</title>,,1.6 GHz,,"
          244 900 Ft-tól
      ",Operációs rendszer nélkül,Intel Core i5,DDR4,1920 x 1080,https://www.arukereso.hu/notebook-c3100/hp/15-bs105nh-2zh95ea-p393177577/,Radeon 530,8 GB,Dedikált,8250U,2400 MHz,"15.6"""
,<title>Dell Inspiron 5570 245202 Notebook Árak - Dell Inspiron 5570 245202 Laptop Akció</title>,4 GB,1.6 GHz,2,"
          264 590 Ft-tól
      ",Windows 10 Home,Intel Core i5,DDR4,1920 x 1080,https://www.arukereso.hu/notebook-c3100/dell/inspiron-5570-245202-p394435777/,Radeon 530,8 GB,Dedikált,8250U,2400 MHz,"15,6"""
,<title>ASUS VivoBook Max X541UV-XO821 Notebook Árak - ASUS VivoBook Max X541UV-XO821 Laptop Akció</title>,2 GB,2 GHz,1,"
          124 999 Ft-tól
      ",Operációs rendszer nélkül,Intel Core i3,DDR3,1366 x 768,https://www.arukereso.hu/notebook-c3100/asus/vivobook-max-x541uv-xo821-p390954821/,GeForce 920MX,4 GB,Dedikált,6006U,1600 MHz,"15.6"""
,<title>Acer Aspire F5-573G-31RK LIN NX.GHUEU.018 Notebook Árak - Acer Aspire F5-573G-31RK LIN NX.GHUEU.018 Laptop Akció</title>,4 GB,2 GHz,,"
          168 239 Ft-tól
      ",Operációs rendszer nélkül,Intel Core i3,DDR4,1920 x 1080,https://www.arukereso.hu/notebook-c3100/acer/aspire-f5-573g-31rk-lin-nx-ghueu-018-p364740211/,Nvidia GeForce 940MX,4 GB,Dedikált,6006U,2133 MHz,"15.6"""
,<title>Lenovo Legion Y520 80WK009MHV Notebook Árak - Lenovo Legion Y520 80WK009MHV Laptop Akció</title>,4 GB,2.5 GHz,,"290 000 Ft 
      ",Operációs rendszer nélkül,Intel Core i5,DDR4,1920 x 1080,https://www.arukereso.hu/notebook-c3100/lenovo/legion-y520-80wk009mhv-p361819919/,Nvidia GeForce GTX 1050 Ti,4 GB,Dedikált,7300HQ,2400 MHz,"15.6"""
,<title>Lenovo IdeaPad 520 81BF00CWHV Notebook Árak - Lenovo IdeaPad 520 81BF00CWHV Laptop Akció</title>,,1.6 GHz,,"
          195 885 Ft-tól
      ",FreeDOS,Intel Core i5,DDR4,1920 x 1080,https://www.arukereso.hu/notebook-c3100/lenovo/ideapad-520-81bf00cwhv-p397759007/,Geforce 1040,4 GB,Dedikált,8250U,2133 MHz,"15.6"""
,<title>Acer Aspire 5 A515-51G-3454 LIN NX.GP5EU.006 Notebook Árak - Acer Aspire 5 A515-51G-3454 LIN NX.GP5EU.006 Laptop Akció</title>,2 GB,2 GHz,,"
          137 900 Ft-tól
      ",Endless OS,Intel Core i3,DDR4,1366 x 768,https://www.arukereso.hu/notebook-c3100/acer/aspire-5-a515-51g-3454-lin-nx-gp5eu-006-p390902769/,GeForce 940MX,4 GB,Dedikált,6006U,2133 MHz,"15.6"""
,<title>ASUS ROG Strix GL553VD-DM1221T Notebook Árak - ASUS ROG Strix GL553VD-DM1221T Laptop Akció</title>,,2.8 GHz,,"
          299 890 Ft-tól
      ",Windows 10 Home,Intel Core i7,DDR4,1920 x 1080,https://www.arukereso.hu/notebook-c3100/asus/rog-strix-gl553vd-dm1221t-p396444649/,GeForce GT 1050,4 GB,Dedikált,7700HQ,,"15.6"""
,<title>Dell Inspiron 5567 238526 Notebook Árak - Dell Inspiron 5567 238526 Laptop Akció</title>,,2 GHz,,"
          189 990 Ft-tól
      ",Windows 10 Home,Intel Core i3,DDR4,1920 x 1080,https://www.arukereso.hu/notebook-c3100/dell/inspiron-5567-238526-p383552615/,Radeon R7 M440,4 GB,Dedikált,6006U,2133 MHz,"15.6"""
